unique	code	codeStem	hostSpecies	size	time	compositeSample	trait	trait.val
acel1h	acel	acel1	acel	small	13	FALSE	K	1646.176
pepu1f	pepu	pepu1	pepu	small	13	FALSE	K	6323.194
penu2h	penu	penu2	penu	small	13	FALSE	K	7269.281
eute3i	eute	eute3	eute	small	13	FALSE	K	5413.384
eusc1k	eusc	eusc1	eusc	small	13	FALSE	K	4962.082
eusc1g	eusc	eusc1	eusc	small	13	FALSE	K	1553.268
ANBA38	ANBA	ANBA3	anba	large	13	FALSE	K	978.479
acpa3c	acpa	acpa3	acpa	small	13	FALSE	K	543.68
excu3f	excu	excu3	excu	small	13	FALSE	K	714.397
ANBA316	ANBA	ANBA3	anba	large	13	FALSE	K	1764.484
acpa3b	acpa	acpa3	acpa	small	13	FALSE	K	1471.383
leer5a	leer	leer5	leer	small	13	FALSE	K	2238.621
PELI117	PELI	PELI1	peli	large	13	FALSE	K	555.839
isan1d	isan	isan1	isan	small	13	FALSE	K	759.879
excu1d	excu	excu1	excu	small	13	FALSE	K	307.864
acel1a	acel	acel1	acel	small	13	FALSE	K	232.48
PELI313	PELI	PELI3	peli	large	13	FALSE	K	36.488
olst4h	olst	olst4	olst	small	13	FALSE	K	166.528
LEPA22	LEPA	LEPA2	lepa	large	13	FALSE	K	94.305
cali3k	cali	cali3	cali	small	13	FALSE	K	663.593
olst4e	olst	olst4	olst	small	13	FALSE	K	3050.072
MEDE22	MEDE	MEDE2	mede	large	13	FALSE	K	160.761
LEPA15	LEPA	LEPA1	lepa	large	13	FALSE	K	726.173
cota1b	cota	cota1	cota	small	13	FALSE	K	1514.96
LEPA19	LEPA	LEPA1	lepa	large	13	FALSE	K	1046.135
EUTE316	EUTE	EUTE3	eute	large	13	FALSE	K	127.162
mede2c	mede	mede2	mede	small	13	FALSE	K	1978.103
BAAE26	BAAE	BAAE2	baae	large	13	FALSE	K	2468.857
basp3i	basp	basp3	basp	small	13	FALSE	K	9183.914
EUSC11	EUSC	EUSC1	eusc	large	13	FALSE	K	577.254
PEPU38	PEPU	PEPU3	pepu	large	13	FALSE	K	-8.902
pepu2a	pepu	pepu2	pepu	small	13	FALSE	K	1049.242
isan1i	isan	isan1	isan	small	13	FALSE	K	383.638
pepu1i	pepu	pepu1	pepu	small	13	FALSE	K	236.217
acpa1e	acpa	acpa1	acpa	small	13	FALSE	K	1313.481
cali1g	cali	cali1	cali	small	13	FALSE	K	2631.063
alli2l	alli	alli2	alli	small	13	FALSE	K	350.432
acpa3a	acpa	acpa3	acpa	small	13	FALSE	K	1978.394
isan2b	isan	isan2	isan	small	13	FALSE	K	1289.999
leer7c	leer	leer7	leer	small	13	FALSE	K	695.344
lepa2k	lepa	lepa2	lepa	small	13	FALSE	K	1744.894
ACPA411	ACPA	ACPA4	acpa	large	13	FALSE	K	898.939
EUTE34	EUTE	EUTE3	eute	large	13	FALSE	K	-333.231
cali3b	cali	cali3	cali	small	13	FALSE	K	2883.607
ACPA315	ACPA	ACPA3	acpa	large	13	FALSE	K	394.078
penu2i	penu	penu2	penu	small	13	FALSE	K	1540.599
alli1h	alli	alli1	alli	small	13	FALSE	K	971.89
peli1i	peli	peli1	peli	small	13	FALSE	K	479.827
MEDE19	MEDE	MEDE1	mede	large	13	FALSE	K	529.529
PEPU35	PEPU	PEPU3	pepu	large	13	FALSE	K	174.279
ACPA314	ACPA	ACPA3	acpa	large	13	FALSE	K	1655.409
cota1f	cota	cota1	cota	small	13	FALSE	K	356.34
EXCU38	EXCU	EXCU3	excu	large	13	FALSE	K	1292.007
EUTE33	EUTE	EUTE3	eute	large	13	FALSE	K	-79.463
ripi3f	ripi	ripi3	ripi	small	13	FALSE	K	2342.537
anba2c	anba	anba2	anba	small	13	FALSE	K	5879.256
eusc3b	eusc	eusc3	eusc	small	13	FALSE	K	6553.466
olst4c	olst	olst4	olst	small	13	FALSE	K	-55.624
peli1b	peli	peli1	peli	small	13	FALSE	K	385.374
anba3j	anba	anba3	anba	small	13	FALSE	K	1120.646
peli2h	peli	peli2	peli	small	13	FALSE	K	381.757
EXCU312	EXCU	EXCU3	excu	large	13	FALSE	K	1002.97
baae2g	baae	baae2	baae	small	13	FALSE	K	992.406
cota5c	cota	cota5	cota	small	13	FALSE	K	858.74
ACPA41	ACPA	ACPA4	acpa	large	25	FALSE	K	5567.911
cali2g	cali	cali2	cali	small	25	FALSE	K	6575.359
excu2i	excu	excu2	excu	small	25	FALSE	K	2308.449
BAAE38	BAAE	BAAE3	baae	large	25	FALSE	K	10353.64
eusc3i	eusc	eusc3	eusc	small	25	FALSE	K	4689.6
BAAE211	BAAE	BAAE2	baae	large	25	FALSE	K	7207.686
MEDE112	MEDE	MEDE1	mede	large	25	FALSE	K	361.512
PELI12	PELI	PELI1	peli	large	25	FALSE	K	2063.369
peli2i	peli	peli2	peli	small	25	FALSE	K	9300.169
cota1a	cota	cota1	cota	small	25	FALSE	K	4768.836
mede1a	mede	mede1	mede	small	25	FALSE	K	3574.823
acpa4b	acpa	acpa4	acpa	small	25	FALSE	K	6516.598
basp2j	basp	basp2	basp	small	25	FALSE	K	6768.763
cali3l	cali	cali3	cali	small	25	FALSE	K	4874.659
eute1k	eute	eute1	eute	small	25	FALSE	K	810.177
PEPU210	PEPU	PEPU2	pepu	large	25	FALSE	K	6284.893
lepa3i	lepa	lepa3	lepa	small	25	FALSE	K	2195.403
LEPA23	LEPA	LEPA2	lepa	large	25	FALSE	K	3721.319
acel1b	acel	acel1	acel	small	25	FALSE	K	5960.654
penu3c	penu	penu3	penu	small	25	FALSE	K	3419.628
JASC36	JASC	JASC3	jasc	large	25	FALSE	K	1143.828
pepu1e	pepu	pepu1	pepu	small	25	FALSE	K	356.237
eusc3c	eusc	eusc3	eusc	small	25	FALSE	K	6665.522
excu3g	excu	excu3	excu	small	25	FALSE	K	5394.083
eute1a	eute	eute1	eute	small	25	FALSE	K	1009.558
PELI14	PELI	PELI1	peli	large	25	FALSE	K	4613.905
anba3a	anba	anba3	anba	small	25	FALSE	K	509.134
lepa3e	lepa	lepa3	lepa	small	25	FALSE	K	3139.927
ACPA412	ACPA	ACPA4	acpa	large	25	FALSE	K	1450.363
olst2d	olst	olst2	olst	small	25	FALSE	K	2336.761
lepa1b	lepa	lepa1	lepa	small	25	FALSE	K	-656.017
EXCU29	EXCU	EXCU2	excu	large	25	FALSE	K	4393.793
acel5l	acel	acel5	acel	small	25	FALSE	K	7038.716
ACPA415	ACPA	ACPA4	acpa	large	25	FALSE	K	2703.292
jasc1d	jasc	jasc1	jasc	small	25	FALSE	K	1638.96
ANBA27	ANBA	ANBA2	anba	large	25	FALSE	K	2753.453
acpa3k	acpa	acpa3	acpa	small	25	FALSE	K	2007.102
isan5k	isan	isan5	isan	small	25	FALSE	K	2937.047
EUSC22	EUSC	EUSC2	eusc	large	25	FALSE	K	4787.745
ALLI214	ALLI	ALLI2	alli	large	25	FALSE	K	4915.554
ripi2l	ripi	ripi2	ripi	small	25	FALSE	K	27.739
LEPA311	LEPA	LEPA3	lepa	large	25	FALSE	K	43.44
PEPU34	PEPU	PEPU3	pepu	large	25	FALSE	K	7102.883
penu2j	penu	penu2	penu	small	25	FALSE	K	959.602
anba2i	anba	anba2	anba	small	25	FALSE	K	5641.618
ALLI24	ALLI	ALLI2	alli	large	25	FALSE	K	4454.581
pepu2f	pepu	pepu2	pepu	small	25	FALSE	K	5682.396
PELI23	PELI	PELI2	peli	large	25	FALSE	K	167.387
mede1e	mede	mede1	mede	small	25	FALSE	K	1464.241
acel5h	acel	acel5	acel	small	25	FALSE	K	4554.367
cota1g	cota	cota1	cota	small	25	FALSE	K	4407.548
MEDE34	MEDE	MEDE3	mede	large	25	FALSE	K	-60.293
EUSC35	EUSC	EUSC3	eusc	large	25	FALSE	K	1471.755
LEPA14	LEPA	LEPA1	lepa	large	25	FALSE	K	674.076
ANBA39	ANBA	ANBA3	anba	large	25	FALSE	K	54.609
excu2l	excu	excu2	excu	small	25	FALSE	K	1145.42
JASC34	JASC	JASC3	jasc	large	25	FALSE	K	-205.713
jasc2c	jasc	jasc2	jasc	small	25	FALSE	K	-122.132
ripi3g	ripi	ripi3	ripi	small	25	FALSE	K	190.954
ripi3l	ripi	ripi3	ripi	small	25	FALSE	K	78.662
isan3b	isan	isan3	isan	small	25	FALSE	K	1562.014
acpa1d	acpa	acpa1	acpa	small	25	FALSE	K	-45.328
PEPU21	PEPU	PEPU2	pepu	large	25	FALSE	K	2722.219
leer10d	leer	leer1	leer	small	25	FALSE	K	737.475
EUSC13	EUSC	EUSC1	eusc	large	25	FALSE	K	4394.927
pepu3l	pepu	pepu3	pepu	small	25	FALSE	K	8193.135
olst3a	olst	olst3	olst	small	25	FALSE	K	2748.923
ANBA211	ANBA	ANBA2	anba	large	25	FALSE	K	-126.797
jasc2a	jasc	jasc2	jasc	small	25	FALSE	K	1585.634
mede2i	mede	mede2	mede	small	25	FALSE	K	1332.582
EUTE14	EUTE	EUTE1	eute	large	25	FALSE	K	828.328
leer6a	leer	leer6	leer	small	25	FALSE	K	1384.604
alli2c	alli	alli2	alli	small	25	FALSE	K	3439.608
basp2f	basp	basp2	basp	small	25	FALSE	K	452.865
eute1g	eute	eute1	eute	small	25	FALSE	K	694.004
cota5d	cota	cota5	cota	small	25	FALSE	K	2304.05
EXCU23	EXCU	EXCU2	excu	large	25	FALSE	K	5906.373
JASC111	JASC	JASC1	jasc	large	25	FALSE	K	480.628
MEDE313	MEDE	MEDE3	mede	large	25	FALSE	K	-20.874
EUTE310	EUTE	EUTE3	eute	large	25	FALSE	K	104.43
eusc2f	eusc	eusc2	eusc	small	25	FALSE	K	2341.904
leer1a	leer	leer1	leer	small	25	FALSE	K	2469.316
baae3d	baae	baae3	baae	small	25	FALSE	K	6249.772
isan3e	isan	isan3	isan	small	25	FALSE	K	1520.197
excu3a	excu	excu3	excu	small	25	FALSE	K	4477.264
EUTE25	EUTE	EUTE2	eute	large	25	FALSE	K	-86.58
alli1d	alli	alli1	alli	small	25	FALSE	K	3407.874
penu1a	penu	penu1	penu	small	25	FALSE	K	3981.345
olst2e	olst	olst2	olst	small	25	FALSE	K	2129.536
BAAE31	BAAE	BAAE3	baae	large	25	FALSE	K	6278.608
anba3i	anba	anba3	anba	small	25	FALSE	K	673.579
ALLI112	ALLI	ALLI1	alli	large	25	FALSE	K	3649.166
alli1j	alli	alli1	alli	small	25	FALSE	K	4977.054
peli1a	peli	peli1	peli	small	25	FALSE	K	485.673
EXCU33	EXCU	EXCU3	excu	large	25	FALSE	K	1931.471
baae2f	baae	baae2	baae	small	25	FALSE	K	68.65
hase3c	hase	hase3	hase	small	25	FALSE	K	449.156
basp3g	basp	basp3	basp	small	25	FALSE	K	739.925
hase1d	hase	hase1	hase	small	25	FALSE	K	5016.484
baae3f	baae	baae3	baae	small	25	FALSE	K	6199.966
hase1e	hase	hase1	hase	small	25	FALSE	K	3131.804
peli2d	peli	peli2	peli	small	25	FALSE	K	2687.184
cali3i	cali	cali3	cali	small	25	FALSE	K	-0.586
alli2j	alli	alli2	alli	small	25	FALSE	K	3728.312
eute2k	eute	eute2	eute	small	37	FALSE	K	1427.726
basp1c	basp	basp1	basp	small	37	FALSE	K	6311.933
baae2q	baae	baae2	baae	small	37	FALSE	K	1139.015
basp1f	basp	basp1	basp	small	37	FALSE	K	4630.098
acpa3i	acpa	acpa3	acpa	small	37	FALSE	K	2155.221
EUTE16	EUTE	EUTE1	eute	large	37	FALSE	K	1962.908
olst2b	olst	olst2	olst	small	37	FALSE	K	2584.76
ANBA213	ANBA	ANBA2	anba	large	37	FALSE	K	1245.136
eute2a	eute	eute2	eute	small	37	FALSE	K	606.252
peli3c	peli	peli3	peli	small	37	FALSE	K	4191.881
acpa3e	acpa	acpa3	acpa	small	37	FALSE	K	912.481
BAAE214	BAAE	BAAE2	baae	large	37	FALSE	K	6444.718
alli1a	alli	alli1	alli	small	37	FALSE	K	3315.224
BAAE28	BAAE	BAAE2	baae	large	37	FALSE	K	3591.93
ANBA315	ANBA	ANBA3	anba	large	37	FALSE	K	859.627
mede3f	mede	mede3	mede	small	37	FALSE	K	605.821
BAAE25	BAAE	BAAE2	baae	large	37	FALSE	K	16695.85
EXCU211	EXCU	EXCU2	excu	large	37	FALSE	K	7689.315
cali1f	cali	cali1	cali	small	37	FALSE	K	1356.715
eute2b	eute	eute2	eute	small	37	FALSE	K	-85.935
acel2f	acel	acel2	acel	small	37	FALSE	K	476.343
PEPU26	PEPU	PEPU2	pepu	large	37	FALSE	K	6966.245
PELI36	PELI	PELI3	peli	large	37	FALSE	K	-13.706
JASC117	JASC	JASC1	jasc	large	37	FALSE	K	5310.503
isan5i	isan	isan5	isan	small	37	FALSE	K	4208.623
ANBA17	ANBA	ANBA1	anba	large	37	FALSE	K	2647.447
acel5a	acel	acel5	acel	small	37	FALSE	K	4048.886
mede1j	mede	mede1	mede	small	37	FALSE	K	2266.212
JASC116	JASC	JASC1	jasc	large	37	FALSE	K	5159.022
EUTE28	EUTE	EUTE2	eute	large	37	FALSE	K	5086.843
cali2k	cali	cali2	cali	small	37	FALSE	K	897.174
anba2j	anba	anba2	anba	small	37	FALSE	K	1174.915
PELI116	PELI	PELI1	peli	large	37	FALSE	K	815.52
jasc1g	jasc	jasc1	jasc	small	37	FALSE	K	595.351
isan5b	isan	isan5	isan	small	37	FALSE	K	2241.001
isan5h	isan	isan5	isan	small	37	FALSE	K	807.376
EXCU12	EXCU	EXCU1	excu	large	37	FALSE	K	3483.265
acel5f	acel	acel5	acel	small	37	FALSE	K	2910.407
hase3i	hase	hase3	hase	small	37	FALSE	K	3171.625
EUTE18	EUTE	EUTE1	eute	large	37	FALSE	K	482.293
ALLI22	ALLI	ALLI2	alli	large	37	FALSE	K	4877.64
LEPA26	LEPA	LEPA2	lepa	large	37	FALSE	K	860.598
hase2f	hase	hase2	hase	small	37	FALSE	K	836.408
MEDE213	MEDE	MEDE2	mede	large	37	FALSE	K	-110.3
peli3k	peli	peli3	peli	small	37	FALSE	K	2237.289
alli2a	alli	alli2	alli	small	37	FALSE	K	2865.233
PEPU36	PEPU	PEPU3	pepu	large	37	FALSE	K	5217.806
cali2i	cali	cali2	cali	small	37	FALSE	K	1737.921
basp3a	basp	basp3	basp	small	37	FALSE	K	1072.081
EUSC25	EUSC	EUSC2	eusc	large	37	FALSE	K	7714.764
hase1g	hase	hase1	hase	small	37	FALSE	K	2021.52
eusc3k	eusc	eusc3	eusc	small	37	FALSE	K	294.653
peli3b	peli	peli3	peli	small	37	FALSE	K	4273.025
MEDE115	MEDE	MEDE1	mede	large	37	FALSE	K	1021.884
leer7f	leer	leer7	leer	small	37	FALSE	K	994.091
excu3j	excu	excu3	excu	small	37	FALSE	K	3847.381
LEPA32	LEPA	LEPA3	lepa	large	37	FALSE	K	943.179
penu2n	penu	penu2	penu	small	37	FALSE	K	2134.297
baae3e	baae	baae3	baae	small	37	FALSE	K	8283.493
ACPA410	ACPA	ACPA4	acpa	large	37	FALSE	K	3684.511
EUSC116	EUSC	EUSC1	eusc	large	37	FALSE	K	4533.638
ACPA39	ACPA	ACPA3	acpa	large	37	FALSE	K	3207.574
EXCU212	EXCU	EXCU2	excu	large	37	FALSE	K	7588.351
anba2f	anba	anba2	anba	small	37	FALSE	K	1308.425
baae3a	baae	baae3	baae	small	37	FALSE	K	1125.412
ripi2d	ripi	ripi2	ripi	small	37	FALSE	K	551.56
PELI33	PELI	PELI3	peli	large	37	FALSE	K	4879.09
ACPA33	ACPA	ACPA3	acpa	large	37	FALSE	K	2524.428
penu2d	penu	penu2	penu	small	37	FALSE	K	2.198
eusc2i	eusc	eusc2	eusc	small	37	FALSE	K	419.424
MEDE23	MEDE	MEDE2	mede	large	37	FALSE	K	263.881
jasc3d	jasc	jasc3	jasc	small	37	FALSE	K	1140.486
LEPA11	LEPA	LEPA1	lepa	large	37	FALSE	K	5281.39
leer6b	leer	leer6	leer	small	37	FALSE	K	282.761
penu2m	penu	penu2	penu	small	37	FALSE	K	1400.374
ALLI111	ALLI	ALLI1	alli	large	37	FALSE	K	11884.81
jasc3g	jasc	jasc3	jasc	small	37	FALSE	K	181.96
excu2j	excu	excu2	excu	small	37	FALSE	K	4866.291
PEPU22	PEPU	PEPU2	pepu	large	37	FALSE	K	335.495
JASC311	JASC	JASC3	jasc	large	37	FALSE	K	807.442
mede1i	mede	mede1	mede	small	37	FALSE	K	1296.359
acpa4d	acpa	acpa4	acpa	small	37	FALSE	K	5327.217
ALLI11	ALLI	ALLI1	alli	large	37	FALSE	K	7432.489
PEPU14	PEPU	PEPU1	pepu	large	59	FALSE	K	3990.323
BAAE32	BAAE	BAAE3	baae	large	59	FALSE	K	9193.653
EUTE27	EUTE	EUTE2	eute	large	59	FALSE	K	4618.266
EUTE318	EUTE	EUTE3	eute	large	59	FALSE	K	1324.997
MEDE214	MEDE	MEDE2	mede	large	59	FALSE	K	563.861
ANBA25	ANBA	ANBA2	anba	large	59	FALSE	K	1021.357
EUTE37	EUTE	EUTE3	eute	large	59	FALSE	K	2355.478
EXCU21	EXCU	EXCU2	excu	large	59	FALSE	K	5181.746
JASC211	JASC	JASC2	jasc	large	59	FALSE	K	2442.319
ALLI313	ALLI	ALLI3	alli	large	59	FALSE	K	3752.398
ACPA110	ACPA	ACPA1	acpa	large	59	FALSE	K	6009.902
ALLI16	ALLI	ALLI1	alli	large	59	FALSE	K	4831.592
LEPA27	LEPA	LEPA2	lepa	large	59	FALSE	K	22.879
ALLI213	ALLI	ALLI2	alli	large	59	FALSE	K	284.293
MEDE33	MEDE	MEDE3	mede	large	59	FALSE	K	435.585
EUSC28	EUSC	EUSC2	eusc	large	59	FALSE	K	7506.603
EUTE317	EUTE	EUTE3	eute	large	59	FALSE	K	1368.835
excu1f	excu	excu1	excu	small	59	FALSE	K	1359.656
ALLI312	ALLI	ALLI3	alli	large	59	FALSE	K	5487.29
PEPU11	PEPU	PEPU1	pepu	large	59	FALSE	K	5616.148
MEDE215	MEDE	MEDE2	mede	large	59	FALSE	K	462.182
ripi3k	ripi	ripi3	ripi	small	59	FALSE	K	2309.561
EXCU311	EXCU	EXCU3	excu	large	59	FALSE	K	8205.726
PELI31	PELI	PELI3	peli	large	59	FALSE	K	432.128
ACPA13	ACPA	ACPA1	acpa	large	59	FALSE	K	9577.968
JASC25	JASC	JASC2	jasc	large	59	FALSE	K	2140.467
MEDE312	MEDE	MEDE3	mede	large	59	FALSE	K	59.589
ACPA310	ACPA	ACPA3	acpa	large	59	FALSE	K	4394.801
ACPA46	ACPA	ACPA4	acpa	large	59	FALSE	K	6262.719
PEPU24	PEPU	PEPU2	pepu	large	59	FALSE	K	99.756
JASC29	JASC	JASC2	jasc	large	59	FALSE	K	995.351
BAAE315	BAAE	BAAE3	baae	large	59	FALSE	K	438.394
EUSC114	EUSC	EUSC1	eusc	large	59	FALSE	K	826.447
ACPA116	ACPA	ACPA1	acpa	large	59	FALSE	K	4290.71
PELI11	PELI	PELI1	peli	large	59	FALSE	K	1131.671
EUSC312	EUSC	EUSC3	eusc	large	59	FALSE	K	4477.27
EXCU17	EXCU	EXCU1	excu	large	59	FALSE	K	3345.878
EUSC311	EUSC	EUSC3	eusc	large	59	FALSE	K	3011.571
PELI24	PELI	PELI2	peli	large	59	FALSE	K	3941.617
PEPU111	PEPU	PEPU1	pepu	large	59	FALSE	K	5445.485
EXCU18	EXCU	EXCU1	excu	large	59	FALSE	K	5542.297
PELI113	PELI	PELI1	peli	large	59	FALSE	K	1513.199
JASC37	JASC	JASC3	jasc	large	59	FALSE	K	1899.521
EXCU310	EXCU	EXCU3	excu	large	59	FALSE	K	4473.294
ALLI115	ALLI	ALLI1	alli	large	59	FALSE	K	6380.02
EUSC16	EUSC	EUSC1	eusc	large	59	FALSE	K	8751.891
LEPA43	LEPA	LEPA4	lepa	large	59	FALSE	K	22.734
LEPA36	LEPA	LEPA3	lepa	large	59	FALSE	K	768.604
PELI115	PELI	PELI1	peli	large	59	FALSE	K	1532.56
EXCU19	EXCU	EXCU1	excu	large	59	FALSE	K	8652.077
ALLI33	ALLI	ALLI3	alli	large	59	FALSE	K	1639.598
PEPU310	PEPU	PEPU3	pepu	large	59	FALSE	K	145.186
BAAE111	BAAE	BAAE1	baae	large	59	FALSE	K	4335.366
EUTE311	EUTE	EUTE3	eute	large	59	FALSE	K	790.769
EUSC310	EUSC	EUSC3	eusc	large	59	FALSE	K	2006.132
PELI39	PELI	PELI3	peli	large	59	FALSE	K	274.472
MEDE28	MEDE	MEDE2	mede	large	59	FALSE	K	878.241
LEPA31	LEPA	LEPA3	lepa	large	59	FALSE	K	443.893
MEDE18	MEDE	MEDE1	mede	large	59	FALSE	K	1323.608
JASC314	JASC	JASC3	jasc	large	59	FALSE	K	2349.76
BAAE27	BAAE	BAAE2	baae	large	59	FALSE	K	396.753
JASC18	JASC	JASC1	jasc	large	59	FALSE	K	42.128
ACPA312	ACPA	ACPA3	acpa	large	59	FALSE	K	5012.83
LEPA16	LEPA	LEPA1	lepa	large	59	FALSE	K	413.426
EUTE115	EUTE	EUTE1	eute	large	59	FALSE	K	49.188
ALLI311	ALLI	ALLI3	alli	large	59	FALSE	K	710.122
EUSC21	EUSC	EUSC2	eusc	large	NA	FALSE	K	7800.529
excu2g	excu	excu2	excu	small	NA	FALSE	K	1343.496
acpa5b	acpa	acpa5	acpa	small	NA	FALSE	K	600.686
LEPA45	LEPA	LEPA4	lepa	large	7	FALSE	Ca	789.187
cota2d	cota	cota2	cota	small	7	FALSE	Ca	1164.261
eusc2d	eusc	eusc2	eusc	small	7	FALSE	Ca	4719.427
baae3i	baae	baae3	baae	small	7	FALSE	Ca	2028.831
basp2c	basp	basp2	basp	small	7	FALSE	Ca	1340.25
acel2b	acel	acel2	acel	small	7	FALSE	Ca	2065.973
eute1b	eute	eute1	eute	small	7	FALSE	Ca	2435.316
cota3d	cota	cota3	cota	small	7	FALSE	Ca	850.69
anba1l	anba	anba1	anba	small	7	FALSE	Ca	3992.03
peli2k	peli	peli2	peli	small	7	FALSE	Ca	971.388
ACPA18	ACPA	ACPA1	acpa	large	7	FALSE	Ca	1929.221
olst1j	olst	olst1	olst	small	7	FALSE	Ca	4297.099
ALLI315	ALLI	ALLI3	alli	large	7	FALSE	Ca	3979.248
cali3f	cali	cali3	cali	small	7	FALSE	Ca	1256.697
lepa2f	lepa	lepa2	lepa	small	7	FALSE	Ca	1454.958
hase1j	hase	hase1	hase	small	7	FALSE	Ca	1199.45
baae3b	baae	baae3	baae	small	7	FALSE	Ca	1903.535
olst1i	olst	olst1	olst	small	7	FALSE	Ca	3732.56
ALLI19	ALLI	ALLI1	alli	large	7	FALSE	Ca	3998.682
leer6c	leer	leer6	leer	small	7	FALSE	Ca	5169.466
ACPA12	ACPA	ACPA1	acpa	large	7	FALSE	Ca	1765.543
lepa1j	lepa	lepa1	lepa	small	7	FALSE	Ca	1175.73
cota3b	cota	cota3	cota	small	7	FALSE	Ca	763.831
baae3h	baae	baae3	baae	small	7	FALSE	Ca	2271.02
cali3j	cali	cali3	cali	small	7	FALSE	Ca	1090.879
cali3a	cali	cali3	cali	small	7	FALSE	Ca	1043.019
MEDE311	MEDE	MEDE3	mede	large	7	FALSE	Ca	624.857
EUTE19	EUTE	EUTE1	eute	large	7	FALSE	Ca	4934.137
ripi2i	ripi	ripi2	ripi	small	7	FALSE	Ca	9846.357
acpa3d	acpa	acpa3	acpa	small	7	FALSE	Ca	5540.888
EUTE31	EUTE	EUTE3	eute	large	7	FALSE	Ca	9734.224
ACPA311	ACPA	ACPA3	acpa	large	7	FALSE	Ca	2564.607
lepa1a	lepa	lepa1	lepa	small	7	FALSE	Ca	1825.596
peli3h	peli	peli3	peli	small	7	FALSE	Ca	1323.87
hase3e	hase	hase3	hase	small	7	FALSE	Ca	555.427
PELI311	PELI	PELI3	peli	large	7	FALSE	Ca	728.116
ANBA311	ANBA	ANBA3	anba	large	7	FALSE	Ca	8106.661
LEPA37	LEPA	LEPA3	lepa	large	7	FALSE	Ca	1656.933
EXCU27	EXCU	EXCU2	excu	large	7	FALSE	Ca	2326.387
EXCU28	EXCU	EXCU2	excu	large	7	FALSE	Ca	2290.723
EUSC31	EUSC	EUSC3	eusc	large	7	FALSE	Ca	447.382
eusc1f	eusc	eusc1	eusc	small	7	FALSE	Ca	3131.228
leer8d	leer	leer8	leer	small	7	FALSE	Ca	6650.761
PELI25	PELI	PELI2	peli	large	7	FALSE	Ca	416.507
leer8a	leer	leer8	leer	small	7	FALSE	Ca	2839.888
eute2l	eute	eute2	eute	small	7	FALSE	Ca	3940.257
JASC319	JASC	JASC3	jasc	large	7	FALSE	Ca	745.193
EUTE312	EUTE	EUTE3	eute	large	7	FALSE	Ca	9987.692
EUSC213	EUSC	EUSC2	eusc	large	7	FALSE	Ca	738.489
ripi1i	ripi	ripi1	ripi	small	7	FALSE	Ca	4298.208
ripi2g	ripi	ripi2	ripi	small	7	FALSE	Ca	3549.021
anba1j	anba	anba1	anba	small	7	FALSE	Ca	2584.416
JASC28	JASC	JASC2	jasc	large	7	FALSE	Ca	722.473
isan3d	isan	isan3	isan	small	7	FALSE	Ca	2050.751
ANBA23	ANBA	ANBA2	anba	large	7	FALSE	Ca	4397.523
isan3c	isan	isan3	isan	small	7	FALSE	Ca	2498.693
anba1a	anba	anba1	anba	small	7	FALSE	Ca	3287.843
acpa1a	acpa	acpa1	acpa	small	7	FALSE	Ca	3146.666
alli2b	alli	alli2	alli	small	7	FALSE	Ca	5834.872
jasc3e	jasc	jasc3	jasc	small	7	FALSE	Ca	876.424
mede2a	mede	mede2	mede	small	7	FALSE	Ca	2418.682
PEPU212	PEPU	PEPU2	pepu	large	7	FALSE	Ca	836.597
penu1b	penu	penu1	penu	small	7	FALSE	Ca	869.669
MEDE111	MEDE	MEDE1	mede	large	7	FALSE	Ca	476.455
JASC316	JASC	JASC3	jasc	large	7	FALSE	Ca	543.041
ALLI211	ALLI	ALLI2	alli	large	7	FALSE	Ca	6118.596
pepu1g	pepu	pepu1	pepu	small	7	FALSE	Ca	1084.43
olst1a	olst	olst1	olst	small	7	FALSE	Ca	2401.741
EXCU16	EXCU	EXCU1	excu	large	7	FALSE	Ca	2682.137
MEDE211	MEDE	MEDE2	mede	large	7	FALSE	Ca	435.399
acel1l	acel	acel1	acel	small	7	FALSE	Ca	1877.315
hase2h	hase	hase2	hase	small	7	FALSE	Ca	1454.453
mede1g	mede	mede1	mede	small	7	FALSE	Ca	1359.627
acpa3f	acpa	acpa3	acpa	small	7	FALSE	Ca	5205.694
excu2f	excu	excu2	excu	small	7	FALSE	Ca	3369.814
jasc1b	jasc	jasc1	jasc	small	7	FALSE	Ca	1409.231
isan5a	isan	isan5	isan	small	7	FALSE	Ca	1533.162
excu2k	excu	excu2	excu	small	7	FALSE	Ca	2832.839
EUSC112	EUSC	EUSC1	eusc	large	7	FALSE	Ca	533.111
mede3h	mede	mede3	mede	small	7	FALSE	Ca	2824.298
excu2d	excu	excu2	excu	small	7	FALSE	Ca	4614.061
LEPA13	LEPA	LEPA1	lepa	large	7	FALSE	Ca	848.496
basp1e	basp	basp1	basp	small	7	FALSE	Ca	1198.461
pepu3g	pepu	pepu3	pepu	small	7	FALSE	Ca	2002.8
BAAE39	BAAE	BAAE3	baae	large	7	FALSE	Ca	1160.191
BAAE311	BAAE	BAAE3	baae	large	7	FALSE	Ca	1160.311
peli1l	peli	peli1	peli	small	7	FALSE	Ca	707.876
BAAE13	BAAE	BAAE1	baae	large	7	FALSE	Ca	1772.946
PELI16	PELI	PELI1	peli	large	7	FALSE	Ca	733.057
penu3g	penu	penu3	penu	small	7	FALSE	Ca	840.442
jasc1h	jasc	jasc1	jasc	small	7	FALSE	Ca	1276.363
